,State,Transaction_Year,Quaters,District,RegisteredUsers,appOpens
563,maharashtra,2019,3,solapur district,656265,12732297
564,maharashtra,2019,3,mumbai district,889541,14809787
565,maharashtra,2019,3,sindhudurg district,80642,932423
566,maharashtra,2019,3,dhule district,210268,3282875
567,maharashtra,2019,3,wardha district,155318,2487741
568,maharashtra,2019,3,parbhani district,176060,2887387
569,maharashtra,2019,3,mumbai suburban district,2407754,42728498
570,maharashtra,2019,3,hingoli district,92993,1485748
571,maharashtra,2019,3,ratnagiri district,141611,1636070
572,maharashtra,2019,3,nanded district,320624,5340619
573,maharashtra,2019,3,osmanabad district,190762,3523752
574,maharashtra,2019,3,nagpur district,1015333,22477622
575,maharashtra,2019,3,buldhana district,277803,4679657
576,maharashtra,2019,3,nashik district,1155897,27497445
577,maharashtra,2019,3,akola district,188557,2665636
578,maharashtra,2019,3,yavatmal district,204051,2886890
579,maharashtra,2019,3,aurangabad district,841802,22471070
580,maharashtra,2019,3,amravati district,356494,7545087
581,maharashtra,2019,3,washim district,101077,1522700
582,maharashtra,2019,3,sangli district,381166,5136941
583,maharashtra,2019,3,gadchiroli district,74415,1177160
584,maharashtra,2019,3,raigad district,679155,11541821
585,maharashtra,2019,3,palghar district,691229,11702552
586,maharashtra,2019,3,jalna district,208117,3908155
587,maharashtra,2019,3,gondia district,124708,1913026
588,maharashtra,2019,3,ahmednagar district,705492,12684741
589,maharashtra,2019,3,pune district,4004991,126338358
590,maharashtra,2019,3,beed district,272488,4445026
591,maharashtra,2019,3,satara district,448644,6810052
592,maharashtra,2019,1,jalgaon district,383547,0
593,maharashtra,2019,1,latur district,250662,0
594,maharashtra,2019,1,thane district,1834051,0
595,maharashtra,2019,1,bhandara district,103514,0
596,maharashtra,2019,1,nandurbar district,77352,0
597,maharashtra,2019,1,chandrapur district,178696,0
598,maharashtra,2019,1,kolhapur district,454858,0
599,maharashtra,2019,1,solapur district,505662,0
600,maharashtra,2019,1,mumbai district,670094,0
601,maharashtra,2019,1,sindhudurg district,58911,0
602,maharashtra,2019,1,dhule district,166252,0
603,maharashtra,2019,1,wardha district,120193,0
604,maharashtra,2019,1,parbhani district,138597,0
605,maharashtra,2019,1,mumbai suburban district,1901210,0
606,maharashtra,2019,1,hingoli district,72615,0
607,maharashtra,2019,1,ratnagiri district,103057,0
608,maharashtra,2019,1,nanded district,252342,0
609,maharashtra,2019,1,osmanabad district,145109,0
610,maharashtra,2019,1,nagpur district,765612,0
611,maharashtra,2019,1,buldhana district,218739,0
612,maharashtra,2019,1,nashik district,853648,0
613,maharashtra,2019,1,akola district,144784,0
614,maharashtra,2019,1,yavatmal district,155775,0
615,maharashtra,2019,1,aurangabad district,644687,0
616,maharashtra,2019,1,amravati district,260174,0
617,maharashtra,2019,1,washim district,78091,0
618,maharashtra,2019,1,sangli district,291314,0
619,maharashtra,2019,1,gadchiroli district,57518,0
620,maharashtra,2019,1,raigad district,509108,0
621,maharashtra,2019,1,palghar district,521918,0
622,maharashtra,2019,1,jalna district,156361,0
623,maharashtra,2019,1,gondia district,98644,0
624,maharashtra,2019,1,ahmednagar district,532651,0
625,maharashtra,2019,1,pune district,3038402,0
626,maharashtra,2019,1,beed district,207350,0
627,maharashtra,2019,1,satara district,332953,0
628,maharashtra,2019,2,jalgaon district,433653,2134771
629,maharashtra,2019,2,latur district,284135,1523453
630,maharashtra,2019,2,thane district,2118406,11296340
631,maharashtra,2019,2,bhandara district,118943,625433
632,maharashtra,2019,2,nandurbar district,89105,421478
633,maharashtra,2019,2,chandrapur district,204382,908090
634,maharashtra,2019,2,kolhapur district,526335,2248114
635,maharashtra,2019,2,solapur district,581443,3248371
636,maharashtra,2019,2,mumbai district,785480,4012074
637,maharashtra,2019,2,sindhudurg district,70229,262505
638,maharashtra,2019,2,dhule district,188514,926918
639,maharashtra,2019,2,wardha district,137995,714597
640,maharashtra,2019,2,parbhani district,156183,760632
641,maharashtra,2019,2,mumbai suburban district,2151657,11278764
642,maharashtra,2019,2,hingoli district,82935,410145
643,maharashtra,2019,2,ratnagiri district,122555,450997
644,maharashtra,2019,2,nanded district,286168,1442512
645,maharashtra,2019,2,osmanabad district,168641,975496
646,maharashtra,2019,2,nagpur district,887042,5659280
647,maharashtra,2019,2,buldhana district,248759,1304782
648,maharashtra,2019,2,nashik district,995687,6368818
649,maharashtra,2019,2,akola district,165680,739009
650,maharashtra,2019,2,yavatmal district,179544,820660
651,maharashtra,2019,2,aurangabad district,736863,5216788
652,maharashtra,2019,2,amravati district,308694,1874961
653,maharashtra,2019,2,washim district,89639,429527
654,maharashtra,2019,2,sangli district,337602,1425757
655,maharashtra,2019,2,gadchiroli district,66341,347451
656,maharashtra,2019,2,raigad district,594675,3007157
657,maharashtra,2019,2,palghar district,608184,3056750
658,maharashtra,2019,2,jalna district,180668,968650
659,maharashtra,2019,2,gondia district,111756,560345
660,maharashtra,2019,2,ahmednagar district,614812,3200373
661,maharashtra,2019,2,pune district,3514081,28350305
662,maharashtra,2019,2,beed district,239775,1204613
663,maharashtra,2019,2,satara district,390414,1791789
664,maharashtra,2020,4,jalgaon district,816922,22645586
665,maharashtra,2020,4,latur district,539386,17279732
666,maharashtra,2020,4,thane district,3727358,82413249
667,maharashtra,2020,4,bhandara district,224428,5403094
668,maharashtra,2020,4,nandurbar district,185364,4701658
669,maharashtra,2020,4,chandrapur district,402099,9492265
670,maharashtra,2020,4,kolhapur district,974585,21266960
671,maharashtra,2020,4,solapur district,1113260,38785337
672,maharashtra,2020,4,mumbai district,1347356,23972829
673,maharashtra,2020,4,sindhudurg district,147242,2507093
674,maharashtra,2020,4,dhule district,363024,10499674
675,maharashtra,2020,4,wardha district,261295,5910689
676,maharashtra,2020,4,parbhani district,316441,9719978
677,maharashtra,2020,4,mumbai suburban district,3609970,68832123
678,maharashtra,2020,4,hingoli district,170844,4783410
679,maharashtra,2020,4,ratnagiri district,259813,4183042
680,maharashtra,2020,4,nanded district,574606,17631961
681,maharashtra,2020,4,osmanabad district,337291,12068034
682,maharashtra,2020,4,nagpur district,1637270,44969544
683,maharashtra,2020,4,buldhana district,487832,14858983
684,maharashtra,2020,4,nashik district,1907318,66339993
685,maharashtra,2020,4,akola district,332597,8033141
686,maharashtra,2020,4,yavatmal district,379678,9064914
687,maharashtra,2020,4,aurangabad district,1355656,50905731
688,maharashtra,2020,4,amravati district,613354,17585936
689,maharashtra,2020,4,washim district,183624,4818498
690,maharashtra,2020,4,sangli district,655430,15699266
691,maharashtra,2020,4,gadchiroli district,129535,3216726
692,maharashtra,2020,4,raigad district,1103959,27052023
693,maharashtra,2020,4,palghar district,1136061,24404168
694,maharashtra,2020,4,jalna district,380761,12432017
695,maharashtra,2020,4,gondia district,207793,4686609
696,maharashtra,2020,4,ahmednagar district,1237321,40612625
697,maharashtra,2020,4,pune district,6033615,207736217
698,maharashtra,2020,4,beed district,502927,16058755
699,maharashtra,2020,4,satara district,776616,21434910
700,maharashtra,2020,3,jalgaon district,743569,17695427
701,maharashtra,2020,3,latur district,487737,12529419
702,maharashtra,2020,3,thane district,3401853,52297968
703,maharashtra,2020,3,bhandara district,204981,4356190
704,maharashtra,2020,3,nandurbar district,166410,3724827
705,maharashtra,2020,3,chandrapur district,363342,7045440
706,maharashtra,2020,3,kolhapur district,888115,14966592
707,maharashtra,2020,3,solapur district,1012518,28891583
708,maharashtra,2020,3,mumbai district,1234355,13941010
709,maharashtra,2020,3,sindhudurg district,130919,1987566
710,maharashtra,2020,3,dhule district,328830,8067643
711,maharashtra,2020,3,wardha district,237655,4580040
712,maharashtra,2020,3,parbhani district,285190,7390362
713,maharashtra,2020,3,mumbai suburban district,3304696,42335510
714,maharashtra,2020,3,hingoli district,153826,3833142
715,maharashtra,2020,3,ratnagiri district,232740,3520849
716,maharashtra,2020,3,nanded district,516629,13025435
717,maharashtra,2020,3,osmanabad district,306365,9424874
718,maharashtra,2020,3,nagpur district,1502777,33257572
719,maharashtra,2020,3,buldhana district,442520,11822619
720,maharashtra,2020,3,nashik district,1752191,51545991
721,maharashtra,2020,3,akola district,300191,6048017
722,maharashtra,2020,3,yavatmal district,339550,6963604
723,maharashtra,2020,3,aurangabad district,1244879,37148805
724,maharashtra,2020,3,amravati district,559554,13609334
725,maharashtra,2020,3,washim district,164636,3774276
726,maharashtra,2020,3,sangli district,592418,11236674
727,maharashtra,2020,3,gadchiroli district,116628,2495986
728,maharashtra,2020,3,raigad district,1001129,17849735
729,maharashtra,2020,3,palghar district,1034468,17374224
730,maharashtra,2020,3,jalna district,343751,9707302
731,maharashtra,2020,3,gondia district,189739,3853651
732,maharashtra,2020,3,ahmednagar district,1123648,30036265
733,maharashtra,2020,3,pune district,5546002,133793402
734,maharashtra,2020,3,beed district,454108,12860646
735,maharashtra,2020,3,satara district,701594,15205121
736,maharashtra,2020,1,jalgaon district,605036,12727925
737,maharashtra,2020,1,latur district,398366,9141940
738,maharashtra,2020,1,thane district,2878073,53154761
739,maharashtra,2020,1,bhandara district,165915,3071689
740,maharashtra,2020,1,nandurbar district,128739,2392415
741,maharashtra,2020,1,chandrapur district,291058,5043795
742,maharashtra,2020,1,kolhapur district,738677,12526668
743,maharashtra,2020,1,solapur district,821512,19906885
744,maharashtra,2020,1,mumbai district,1054509,17783664
745,maharashtra,2020,1,sindhudurg district,102279,1353095
746,maharashtra,2020,1,dhule district,263999,5557414
747,maharashtra,2020,1,wardha district,193238,3587576
748,maharashtra,2020,1,parbhani district,225598,4936460
749,maharashtra,2020,1,mumbai suburban district,2843378,50630793
750,maharashtra,2020,1,hingoli district,119554,2440502
751,maharashtra,2020,1,ratnagiri district,181890,2408762
752,maharashtra,2020,1,nanded district,412138,9230338
753,maharashtra,2020,1,osmanabad district,245431,6174822
754,maharashtra,2020,1,nagpur district,1251510,30161903
755,maharashtra,2020,1,buldhana district,353711,8032264
756,maharashtra,2020,1,nashik district,1448324,41136042
757,maharashtra,2020,1,akola district,239492,4334880
758,maharashtra,2020,1,yavatmal district,264447,4789053
759,maharashtra,2020,1,aurangabad district,1046306,32972844
760,maharashtra,2020,1,amravati district,452583,11261486
761,maharashtra,2020,1,washim district,129675,2509326
762,maharashtra,2020,1,sangli district,482269,8449960
763,maharashtra,2020,1,gadchiroli district,93237,1755477
764,maharashtra,2020,1,raigad district,830643,15575119
765,maharashtra,2020,1,palghar district,848560,15443541
766,maharashtra,2020,1,jalna district,273333,6634039
767,maharashtra,2020,1,gondia district,154128,2821505
768,maharashtra,2020,1,ahmednagar district,905962,21793085
769,maharashtra,2020,1,pune district,4802397,166264817
770,maharashtra,2020,1,beed district,352440,7689104
771,maharashtra,2020,1,satara district,569983,11452619
772,maharashtra,2020,2,jalgaon district,674333,14391588
773,maharashtra,2020,2,latur district,442532,10323627
774,maharashtra,2020,2,thane district,3135101,41679075
775,maharashtra,2020,2,bhandara district,186624,3670089
776,maharashtra,2020,2,nandurbar district,148303,3144632
777,maharashtra,2020,2,chandrapur district,328119,5688173
778,maharashtra,2020,2,kolhapur district,814605,12660217
779,maharashtra,2020,2,solapur district,918756,22162038
780,maharashtra,2020,2,mumbai district,1141566,10541671
781,maharashtra,2020,2,sindhudurg district,116431,1668792
782,maharashtra,2020,2,dhule district,297518,6607210
783,maharashtra,2020,2,wardha district,215844,3802647
784,maharashtra,2020,2,parbhani district,256238,5925433
785,maharashtra,2020,2,mumbai suburban district,3060916,33883264
786,maharashtra,2020,2,hingoli district,137153,3116521
787,maharashtra,2020,2,ratnagiri district,207795,3098395
788,maharashtra,2020,2,nanded district,465427,10407217
789,maharashtra,2020,2,osmanabad district,276601,7667775
790,maharashtra,2020,2,nagpur district,1377642,24180114
791,maharashtra,2020,2,buldhana district,399816,9683692
792,maharashtra,2020,2,nashik district,1602650,37705941
793,maharashtra,2020,2,akola district,270559,4841458
794,maharashtra,2020,2,yavatmal district,304402,5808109
795,maharashtra,2020,2,aurangabad district,1142730,25999949
796,maharashtra,2020,2,amravati district,507916,10749998
797,maharashtra,2020,2,washim district,147446,3130154
798,maharashtra,2020,2,sangli district,537082,9210637
799,maharashtra,2020,2,gadchiroli district,104971,2076992
800,maharashtra,2020,2,raigad district,914900,14041737
801,maharashtra,2020,2,palghar district,947121,16423449
802,maharashtra,2020,2,jalna district,308894,7486666
803,maharashtra,2020,2,gondia district,173024,3406137
804,maharashtra,2020,2,ahmednagar district,1014520,22908289
805,maharashtra,2020,2,pune district,5144688,84972772
806,maharashtra,2020,2,beed district,406418,10527155
807,maharashtra,2020,2,satara district,636445,12763199
808,maharashtra,2023,1,jalgaon district,1410012,107009647
809,maharashtra,2023,1,latur district,927949,76927056
810,maharashtra,2023,1,thane district,6314618,37717587
811,maharashtra,2023,1,bhandara district,386568,23757706
812,maharashtra,2023,1,nandurbar district,324445,45901937
813,maharashtra,2023,1,chandrapur district,693485,70031826
814,maharashtra,2023,1,kolhapur district,1639701,69294490
815,maharashtra,2023,1,solapur district,1892509,279137206
816,maharashtra,2023,1,mumbai district,2276888,5500107
817,maharashtra,2023,1,sindhudurg district,249054,20400172
818,maharashtra,2023,1,dhule district,631067,65562712
819,maharashtra,2023,1,wardha district,444462,49746421
820,maharashtra,2023,1,parbhani district,547272,72980274
821,maharashtra,2023,1,mumbai suburban district,6095695,16558562
822,maharashtra,2023,1,hingoli district,301638,45157514
823,maharashtra,2023,1,ratnagiri district,440075,39482971
824,maharashtra,2023,1,nanded district,996734,106121861
825,maharashtra,2023,1,osmanabad district,580445,99762242
826,maharashtra,2023,1,nagpur district,2775157,81061975
827,maharashtra,2023,1,buldhana district,852571,103688626
828,maharashtra,2023,1,nashik district,3223873,184271268
829,maharashtra,2023,1,akola district,577226,53639246
830,maharashtra,2023,1,yavatmal district,666609,107124986
831,maharashtra,2023,1,aurangabad district,2300283,134847142
832,maharashtra,2023,1,amravati district,1056858,86244605
833,maharashtra,2023,1,washim district,324314,54317789
834,maharashtra,2023,1,sangli district,1112360,117179900
835,maharashtra,2023,1,gadchiroli district,226894,42377069
836,maharashtra,2023,1,raigad district,1871153,46986782
837,maharashtra,2023,1,palghar district,1957628,53816474
838,maharashtra,2023,1,jalna district,668316,93933311
839,maharashtra,2023,1,gondia district,359604,31018390
840,maharashtra,2023,1,ahmednagar district,2119506,223886663
841,maharashtra,2023,1,pune district,10037022,258541142
